gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,status_standard,status_relaxed,status_strict
NRIP3,1.7199523739666749,0.6023958269072726,1.1175565470594022,5.7575826584443215,43.614835533211945,7.868771167984789e-07,7.960700604013962e-06,Up,Up,ns
PRR15L,0.20230325414931769,1.4101580352685552,-1.2078547811192375,-5.750737642438387,43.614835533211945,8.051893520821807e-07,8.084721616929723e-06,Down,Down,ns
ID4,2.6873665028171554,4.166037470084462,-1.4786709672673068,-5.745627728143383,43.614835533211945,8.19135742124999e-07,8.206157202922318e-06,Down,Down,ns
TUBB6,6.747349483456174,5.706042049187267,1.0413074342689068,5.741434114088285,43.614835533211945,8.307607501922831e-07,8.290056218468064e-06,Up,Up,ns
CSTB,8.711068950336232,7.001293141611792,1.70977580872444,5.739860694430852,43.614835533211945,8.351646281212766e-07,8.324985752584772e-06,Up,Up,Up
NGFR,1.3398053760958846,2.6401747675150338,-1.3003693914191492,-5.739717463792798,43.614835533211945,8.355666716308718e-07,8.324985752584772e-06,Down,Down,ns
SEC24D,4.40333014776245,3.338073656059413,1.0652564917030367,5.730524057354679,43.614835533211945,8.617793556542352e-07,8.559401964687276e-06,Up,Up,ns
TYMP,7.119032623997413,5.584835685048447,1.5341969389489654,5.728114401470212,43.614835533211945,8.687842276700053e-07,8.608861892366416e-06,Up,Up,Up
OTX1,0.7469618747873821,1.7766583942539584,-1.0296965194665764,-5.726714182594456,43.614835533211945,8.728806693003577e-07,8.642738490362937e-06,Down,Down,ns
VMP1,5.606865089135813,4.591309613659597,1.0155554754762166,5.723451638526156,43.614835533211945,8.825002133505677e-07,8.717680264027723e-06,Up,Up,ns
C7,1.2440271013244517,3.2992571787254272,-2.0552300774009753,-5.715820029197765,43.614835533211945,9.054159080257307e-07,8.909544039392086e-06,Down,Down,Down
ZYX,6.665709506324867,5.575737467854928,1.0899720384699387,5.708491254345661,43.614835533211945,9.279794341843228e-07,9.082518591061143e-06,Up,Up,ns
PANX1,3.880206142867602,2.7920057100706885,1.0882004327969135,5.707871369852199,43.614835533211945,9.299133816309535e-07,9.094467297499656e-06,Up,Up,ns
P2RY14,1.0673829288967847,2.0999961614462945,-1.0326132325495099,-5.7070434705629625,43.614835533211945,9.325025613904359e-07,9.112800893036191e-06,Down,Down,ns
CCNB2,3.0331310408561323,1.3718072630064773,1.661323777849655,5.705696903308308,43.614835533211945,9.367291602391248e-07,9.147095697189555e-06,Up,Up,Up
KIF2C,2.3341040571108773,0.9561738015124069,1.3779302555984705,5.703417794796641,43.614835533211945,9.439262982358088e-07,9.196250635142299e-06,Up,Up,ns
RAB13,6.154376370333836,5.084678515964878,1.0696978543689575,5.703492475864882,43.614835533211945,9.436895949122004e-07,9.196250635142299e-06,Up,Up,ns
CADM3,1.9688476398417323,3.2350215078037583,-1.266173867962026,-5.702802130310355,43.614835533211945,9.458799115069638e-07,9.20824924538039e-06,Down,Down,ns
KIF18B,1.7098538705169062,0.6268389119760043,1.083014958540902,5.701270059147369,43.614835533211945,9.507589284751816e-07,9.234599097367854e-06,Up,Up,ns
MTURN,2.8611494118434817,3.9593654201044375,-1.0982160082609558,-5.698025048756556,43.614835533211945,9.611758031713435e-07,9.321577960337752e-06,Down,Down,ns
MYH11,2.56558749576586,4.858700282720336,-2.2931127869544756,-5.69241821813062,43.614835533211945,9.79442727588875e-07,9.484307596766078e-06,Down,Down,Down
THSD4,1.3250089686249584,2.411739623971035,-1.0867306553460767,-5.691133903220875,43.614835533211945,9.836753831482525e-07,9.518066890204602e-06,Down,Down,ns
ZDHHC11B,0.5605546292783773,2.019412165382494,-1.4588575361041167,-5.687146299828314,43.614835533211945,9.969334606729774e-07,9.609896012065368e-06,Down,Down,ns
CXCL6,2.8507049148455654,0.0404539877232015,2.810250927122364,5.685406114042982,43.614835533211945,1.0027748531538094e-06,9.651613360204174e-06,Up,Up,Up
ADRA2A,1.6764953574914787,3.3429805715702052,-1.6664852140787265,-5.68463749522699,43.614835533211945,1.0053657550912476e-06,9.669252997495234e-06,Down,Down,Down
CNTFR,0.7430694756894688,2.2753528187386265,-1.5322833430491576,-5.682623475983888,43.614835533211945,1.012186354731881e-06,9.712291409533329e-06,Down,Down,Down
CHL1,1.2957988388289388,2.506539980676021,-1.2107411418470821,-5.682417359164324,43.614835533211945,1.0128869736281132e-06,9.712291409533329e-06,Down,Down,ns
GPR4,2.698640488925802,1.3186454535326233,1.379995035393179,5.6788438539812125,43.614835533211945,1.0251107811498628e-06,9.807380189050412e-06,Up,Up,ns
FAT2,2.1989196204165715,3.7962477436188506,-1.5973281232022791,-5.677577999392688,43.614835533211945,1.029475971803251e-06,9.841759421594347e-06,Down,Down,Down
S100B,1.6464034985507578,3.5986706380574787,-1.9522671395067208,-5.676822628875453,43.614835533211945,1.0320896068893859e-06,9.859354873902875e-06,Down,Down,Down
HS3ST1,1.8039095391917563,0.8018353690217952,1.0020741701699611,5.6697881535561425,43.614835533211945,1.0567485859702686e-06,1.0072283046994645e-05,Up,Up,ns
CDHR1,1.6158508759674857,4.38795219511682,-2.772101319149334,-5.668463382435247,43.614835533211945,1.0614576606560178e-06,1.0102066825631489e-05,Down,Down,Down
TC2N,1.5242541563210985,2.7242108945640706,-1.199956738242972,-5.661794517923008,43.614835533211945,1.0854819378902647e-06,1.0277023870760613e-05,Down,Down,ns
BZW1,6.0614454251883885,5.058086387562541,1.0033590376258479,5.65507205198429,43.614835533211945,1.1102466990209336e-06,1.0488130483417753e-05,Up,Up,ns
GREM1,3.8989252588524166,1.6022069891454989,2.2967182697069175,5.655182973081704,43.614835533211945,1.1098335541692705e-06,1.0488130483417753e-05,Up,Up,Up
MMP10,1.3175164252358587,0.07455802819397876,1.2429583970418798,5.6478012105534745,43.614835533211945,1.1376645348004644e-06,1.071538833996331e-05,Up,Up,ns
PPP1R12B,2.246337618410941,3.294516900227183,-1.0481792818162416,-5.645485416477618,43.614835533211945,1.146537843332851e-06,1.0783036221256526e-05,Down,Down,ns
MYEOV,0.5491216254958481,1.7690164752811364,-1.2198948497852884,-5.627882971364652,43.614835533211945,1.2162726525932754e-06,1.1363461639942887e-05,Down,Down,ns
TNFAIP2,4.435429739624513,5.449882228833556,-1.0144524892090434,-5.623783047824028,43.614835533211945,1.2331114869201798e-06,1.1512350507095939e-05,Down,Down,ns
PDIA4,5.371393660324672,4.2320343055871135,1.1393593547375582,5.619861268712546,43.614835533211945,1.2494355285941339e-06,1.1647698315907156e-05,Up,Up,ns
P3H4,3.690670864325311,2.5004626485362045,1.1902082157891067,5.617336946649261,43.614835533211945,1.2600562673270588e-06,1.1729560275344511e-05,Up,Up,ns
NRP2,3.895297385245891,2.7010398081411378,1.1942575771047532,5.60642068679287,43.614835533211945,1.3070279776261629e-06,1.206989703017122e-05,Up,Up,ns
WNT16,0.3517432817458308,1.819889781170487,-1.4681464994246562,-5.605994747576044,43.614835533211945,1.3088956294371457e-06,1.2075740904242311e-05,Down,Down,ns
BUB1B,2.2083718404280193,0.8944188469671138,1.3139529934609055,5.605212187377109,43.614835533211945,1.31233390576746e-06,1.209262593948874e-05,Up,Up,ns
TEAD4,3.477078127009051,2.3539972303789805,1.1230808966300705,5.59907177440021,43.614835533211945,1.3396260785114578e-06,1.2308538457677681e-05,Up,Up,ns
NUF2,1.8056420933888335,0.7236215318451338,1.0820205615436997,5.597893269326276,43.614835533211945,1.34492833647748e-06,1.234228238545933e-05,Up,Up,ns
SERPINH1,7.236964670534219,5.6845246664247595,1.5524400041094593,5.5970882756785265,43.614835533211945,1.3485621019881933e-06,1.2355037705930623e-05,Up,Up,Up
HDC,1.3307501205624015,2.9016646435444677,-1.5709145229820662,-5.592072146718636,43.614835533211945,1.3714259738950574e-06,1.2528506765819245e-05,Down,Down,Down
SPDEF,0.09673449784899066,1.2971044187204739,-1.2003699208714833,-5.589357616545134,43.614835533211945,1.3839592616360363e-06,1.2633953087791246e-05,Down,Down,ns
AHNAK2,3.981287378856155,5.799015926478765,-1.8177285476226097,-5.580735778831587,43.614835533211945,1.424527273252707e-06,1.2976425939851267e-05,Down,Down,Down
BCAT1,2.70446843406386,1.1627211839610816,1.5417472501027782,5.5778612659754865,43.614835533211945,1.438313629975596e-06,1.307399410055508e-05,Up,Up,Up
NUSAP1,2.936863159372955,1.5624898872249602,1.3743732721479949,5.575108255298755,43.614835533211945,1.4516415538512462e-06,1.318574411414882e-05,Up,Up,ns
TROAP,2.321344722464147,0.9750538869293914,1.3462908355347556,5.573152536002917,43.614835533211945,1.4611841201439546e-06,1.3253542734136453e-05,Up,Up,ns
COL5A2,6.698288103086659,4.855072289027695,1.843215814058964,5.5729185562538515,43.614835533211945,1.4623299480209795e-06,1.3254508761273313e-05,Up,Up,Up
PKMYT1,2.377788109881169,1.0715265133253764,1.3062615965557924,5.572109022474548,43.614835533211945,1.466301230212963e-06,1.3271639168847351e-05,Up,Up,ns
HBEGF,4.066411194549047,2.448859445873999,1.6175517486750475,5.5713837995398885,43.614835533211945,1.4698680153024668e-06,1.32892278222511e-05,Up,Up,Up
SYNE3,1.6843465624498053,2.7255448823174078,-1.0411983198676025,-5.555724831411565,43.614835533211945,1.5490199507528501e-06,1.3941179556775651e-05,Down,Down,ns
FBN2,1.6158011260738854,0.31103315794202563,1.3047679681318598,5.554235301232215,43.614835533211945,1.5567662305926433e-06,1.3978474059962949e-05,Up,Up,ns
RASSF10,0.8255335454274405,1.9954672502545237,-1.1699337048270833,-5.548621312922952,43.614835533211945,1.586309201551117e-06,1.4206601999565587e-05,Down,Down,ns
ATP6V0A4,0.0904979310906105,1.4891750692615238,-1.3986771381709133,-5.5447319295348985,43.614835533211945,1.607102643186309e-06,1.4372636752142354e-05,Down,Down,ns
MS4A2,0.7806498602124072,2.0302020791363327,-1.2495522189239254,-5.543541201092962,43.614835533211945,1.6135225040514456e-06,1.441993867846397e-05,Down,Down,ns
EFHD1,1.961690335310196,3.014333567614961,-1.052643232304765,-5.536503037817779,43.614835533211945,1.6519928305314124e-06,1.4691676825500072e-05,Down,Down,ns
CPED1,1.161408312265231,2.2461695840246305,-1.0847612717593995,-5.5321551414312236,43.614835533211945,1.676212212142758e-06,1.48386255368154e-05,Down,Down,ns
PLA2G2A,1.9367381683124503,5.210041173482962,-3.2733030051705114,-5.531745865294421,43.614835533211945,1.678510116454035e-06,1.4844687597183293e-05,Down,Down,Down
AGAP11,1.2564907241802716,2.951946275172132,-1.6954555509918605,-5.525775262599315,43.614835533211945,1.7123904352267516e-06,1.509199393258242e-05,Down,Down,Down
MAD2L1,2.6057258675937613,1.2277957384619087,1.3779301291318526,5.524620777150811,43.614835533211945,1.719019546264633e-06,1.5139955989995073e-05,Up,Up,ns
MTFP1,3.02392417503997,1.7946017085891064,1.2293224664508637,5.523762506316234,43.614835533211945,1.7239642946531575e-06,1.517302736350015e-05,Up,Up,ns
SH3RF2,2.3484018327468745,4.120445063587376,-1.7720432308405019,-5.51415768610914,43.614835533211945,1.7802736103078587e-06,1.5567118602131173e-05,Down,Down,Down
TCEAL9,5.250802675113771,4.154985230437018,1.0958174446767535,5.50740128131776,43.614835533211945,1.82097466572273e-06,1.58626297212855e-05,Up,Up,ns
CD207,0.6712898828315874,2.978025912816848,-2.3067360299852604,-5.505366991356842,43.614835533211945,1.8334094364913511e-06,1.593861864332328e-05,Down,Down,Down
STAG3L5P,1.2420267454734262,2.3518526219645843,-1.1098258764911582,-5.498104433241553,43.614835533211945,1.8784943800476128e-06,1.6319100019582566e-05,Down,Down,ns
SOSTDC1,0.3768228316218208,2.1567003858628224,-1.7798775542410017,-5.491256198519947,43.614835533211945,1.922015282707079e-06,1.6640502987347848e-05,Down,Down,Down
ARG2,2.8770452620895246,1.6542811666931903,1.2227640953963343,5.4898178531175,43.614835533211945,1.9312825103590114e-06,1.6709393388472505e-05,Up,Up,ns
HSPH1,4.3096341201717925,3.145153976289781,1.1644801438820114,5.487165553466514,43.614835533211945,1.9484877231690234e-06,1.6846823005813257e-05,Up,Up,ns
ALDH3A1,1.4194440883340327,3.5245751763861857,-2.105131088052153,-5.479590280936639,43.614835533211945,1.998470467778901e-06,1.7162622138440624e-05,Down,Down,Down
P2RX1,1.0347336834913967,2.060749439035456,-1.0260157555440592,-5.477459068429643,43.614835533211945,2.0127605822040096e-06,1.7250494425300895e-05,Down,Down,ns
ZWINT,3.1553389099877798,1.74940824671479,1.4059306632729898,5.477512035334852,43.614835533211945,2.0124042041658186e-06,1.7250494425300895e-05,Up,Up,ns
LEPR,1.4403919628288864,2.4838712714097415,-1.0434793085808551,-5.477082048453378,43.614835533211945,2.0152991013766552e-06,1.7260651067734374e-05,Down,Down,ns
CHST1,2.2693613381674407,0.9082917412332189,1.3610695969342217,5.475438042906318,43.614835533211945,2.026405587329805e-06,1.734412782229329e-05,Up,Up,ns
DDIT4,6.259492580298975,4.949127106269245,1.3103654740297301,5.474470818379386,43.614835533211945,2.0329682863806653e-06,1.7388628139646295e-05,Up,Up,ns
TINCR,1.351232581264785,3.498375643603648,-2.1471430623388628,-5.474236006905568,43.614835533211945,2.0345646825070673e-06,1.739061889813179e-05,Down,Down,Down
F2RL3,1.5598756659006396,0.5554482536953131,1.0044274122053265,5.473359442867889,43.614835533211945,2.0405351206509437e-06,1.742375826738564e-05,Up,Up,ns
ACP5,6.214884222639026,4.46384776181529,1.7510364608237357,5.467261899018789,43.614835533211945,2.082550750515111e-06,1.770584648087947e-05,Up,Up,Up
FGFR3,2.4385737342357374,4.7384975789826,-2.299923844746863,-5.463660048152606,43.614835533211945,2.1077719787321314e-06,1.7872617051044464e-05,Down,Down,Down
MAGED1,5.549164161009552,4.442075603447884,1.107088557561668,5.46152106791257,43.614835533211945,2.1228930267014334e-06,1.7971551028988698e-05,Up,Up,ns
CCL27,0.20133180567291523,3.447993112022249,-3.246661306349334,-5.457211542995273,43.614835533211945,2.153686092576379e-06,1.8177338675464303e-05,Down,Down,Down
TMSB10,11.133879405085368,10.01602233496604,1.117857070119328,5.456306616255747,43.614835533211945,2.1602082262983657e-06,1.8220327718242763e-05,Up,Up,ns
SPINK6,3.7428108589255626,1.1359849080217284,2.6068259509038345,5.453209173432442,43.614835533211945,2.182681388962493e-06,1.838555862182211e-05,Up,Up,Up
TGFBI,8.075428332652871,6.184213983441559,1.891214349211312,5.449834838632319,43.614835533211945,2.207427706402143e-06,1.8569475949700876e-05,Up,Up,Up
LAMA3,2.497349067167988,3.6066641572683116,-1.1093150901003237,-5.448330460843762,43.614835533211945,2.218549913335366e-06,1.8638449963613915e-05,Down,Down,ns
ARPC1B,6.8872714858208495,5.644083072817808,1.2431884130030415,5.448409289693917,43.614835533211945,2.2179657350740456e-06,1.8638449963613915e-05,Up,Up,ns
GSDME,3.010576235738092,1.9776534804480197,1.0329227552900724,5.446562493071007,43.614835533211945,2.2316920207376967e-06,1.8736516353171722e-05,Up,Up,ns
AADAC,0.42425573010549994,1.8915666650486505,-1.4673109349431506,-5.4381061209070305,43.614835533211945,2.2956286838127227e-06,1.9198721760906394e-05,Down,Down,ns
GAS6,5.0647136853556605,6.129440856197533,-1.0647271708418726,-5.438086709890376,43.614835533211945,2.2957775178689133e-06,1.9198721760906394e-05,Down,Down,ns
METTL7A,3.311042549463025,4.671650262002161,-1.360607712539136,-5.436204064000555,43.614835533211945,2.3102583015521816e-06,1.9307158662971802e-05,Down,Down,ns
AURKB,2.8752984593143514,1.3232051842359087,1.5520932750784426,5.4304890859152595,43.614835533211945,2.3547739109730514e-06,1.960210945603089e-05,Up,Up,Up
EVA1A,2.8970878512374525,1.3149493440396103,1.5821385071978422,5.429429291071814,43.614835533211945,2.3631220384956464e-06,1.964595525223923e-05,Up,Up,Up
PDCD4,4.557418142503595,5.634770726836536,-1.0773525843329415,-5.426545114280319,43.614835533211945,2.3859900659672917e-06,1.9797352837528218e-05,Down,Down,ns
PI15,2.709384353054794,0.6135582826586012,2.0958260703961926,5.419160775225919,43.614835533211945,2.4455447606985814e-06,2.0199502806469567e-05,Up,Up,Up
GAN,1.8658355587201774,3.120209608784434,-1.2543740500642566,-5.415431144333189,43.614835533211945,2.476182555666284e-06,2.0412899891669117e-05,Down,Down,ns
LIMCH1,2.1629560167394546,3.259251257735881,-1.0962952409964264,-5.4128157539287365,43.614835533211945,2.4978940942332883e-06,2.0565295922373872e-05,Down,Down,ns
CNTNAP3,1.4250158583393515,2.6230772432856746,-1.198061384946323,-5.406374817283561,43.614835533211945,2.5521719879684213e-06,2.097155242433072e-05,Down,Down,ns
CHP2,0.6488536212397998,3.002147349766657,-2.353293728526857,-5.405700583665895,43.614835533211945,2.557920991685947e-06,2.1005258471970948e-05,Down,Down,Down
ALS2CL,2.839228288823989,4.500408109180158,-1.6611798203561694,-5.404478013370328,43.614835533211945,2.56837830381329e-06,2.1050468193143245e-05,Down,Down,Down
VMO1,2.674621849507081,1.4023948282055103,1.2722270213015705,5.403869944063897,43.614835533211945,2.573595237143067e-06,2.106614894690984e-05,Up,Up,ns
IL11,1.958062185575611,0.290775021314763,1.667287164260848,5.403199851284819,43.614835533211945,2.5793564790710377e-06,2.1099764706602273e-05,Up,Up,Up
FCGR1A,3.0287236638101662,1.1678921421089719,1.8608315217011944,5.402120394809557,43.614835533211945,2.5886642198713616e-06,2.1162329997448382e-05,Up,Up,Up
TMEM132A,3.3964433510151415,1.9116956247442392,1.4847477262709023,5.389606711820331,43.614835533211945,2.699027882080429e-06,2.1951978686334e-05,Up,Up,ns
LMOD1,2.387747069918668,3.81618623317168,-1.428439163253012,-5.377987243375734,43.614835533211945,2.8056788645702824e-06,2.270356761412742e-05,Down,Down,ns
ABRACL,4.307853517250457,3.2403606066593404,1.0674929105911168,5.361257331198946,43.614835533211945,2.9666182006504727e-06,2.3854528318345194e-05,Up,Up,ns
RGS3,4.538420196200484,3.3953458039593145,1.1430743922411692,5.360351382964215,43.614835533211945,2.9755899804140284e-06,2.388310268352689e-05,Up,Up,ns
SCN4B,1.60663635181197,2.8509608585960025,-1.2443245067840325,-5.351662936041905,43.614835533211945,3.0630114742358217e-06,2.4490649110300586e-05,Down,Down,ns
NRBP2,2.9915566977682744,4.014567897631086,-1.023011199862812,-5.348762679425079,43.614835533211945,3.0927565690674896e-06,2.466661946548949e-05,Down,Down,ns
PLEKHG5,3.161105335703084,4.28543340944919,-1.1243280737461063,-5.336524987012827,43.614835533211945,3.2214528837837264e-06,2.5565145380767805e-05,Down,Down,ns
ASF1B,2.629677642739372,1.3213925486404945,1.3082850940988775,5.326885295151562,43.614835533211945,3.326554142146776e-06,2.626844890080361e-05,Up,Up,ns
AZGP1,3.22461608232785,6.758723976450734,-3.5341078941228843,-5.320532236218963,43.614835533211945,3.397672588389966e-06,2.6714253094782513e-05,Down,Down,Down
CCL14,4.003463286906241,5.680064700555807,-1.676601413649566,-5.314902181741483,43.614835533211945,3.4619559123871824e-06,2.7119363483214826e-05,Down,Down,Down
CASZ1,2.0845024918157797,3.622887180807821,-1.5383846889920414,-5.314457670799882,43.614835533211945,3.4670823394478134e-06,2.7142849033135645e-05,Down,Down,Down
COL12A1,6.88345189700395,5.348855724999375,1.5345961720045755,5.313074115179873,43.614835533211945,3.4830867274848742e-06,2.723470572385935e-05,Up,Up,Up
CLEC5A,2.5962144954885287,0.876320459099737,1.7198940363887916,5.306898701706373,43.614835533211945,3.5554188100306305e-06,2.7681475020952767e-05,Up,Up,Up
