gene,GSM4448287,GSM4448288,GSM4448289,GSM4448290,GSM4448291,GSM4448292,GSM4448293,GSM4448300,GSM4448301,GSM4448302,GSM4448303,GSM4448304,GSM4448305
FBXO5,2.60874092623077,2.5931992090000002,2.5034492903846157,2.984836451461539,2.860771117538462,2.792911134923077,2.8911151103846158,2.5720738821538456,2.110235860384615,2.501811586846154,2.3824237229999996,2.6500725504615383,2.388733353923077
PIGN,3.9388954566923076,3.932194174153847,3.807913574153846,4.217819353538462,4.174079161538462,3.8900718366153844,3.8652653812307696,4.08757663876923,3.8660826193076927,3.924020755692309,3.9420344432307695,3.2284427295384615,3.781391498230769
OTUB2,3.7949600256153855,3.9698723679230765,3.9760893496153846,3.932194174153847,3.795779255692308,4.007569407230769,3.670651847076923,4.182712786692307,4.376192310538462,4.018794209307692,4.464056179923078,4.2987888327692305,4.231291814230769
EIF2AK3,4.970228975230769,5.009175702461539,4.812353984923077,5.165347201461539,5.081902871846154,4.887803236076924,4.92695642923077,5.045631487307693,4.687851315923077,5.629124111846154,5.339475415846154,5.057790654615387,5.2016388546153856
HTR4,3.6680016185384616,4.233973730461539,4.16615428869231,3.674038728153846,3.9431800136923076,3.800607130538461,3.795779255692308,3.823775552538462,4.383490602307692,3.864599258,3.6554055395384615,4.198724535,4.0122306924615385
DYNLT3,7.341035757923077,7.191523724846153,7.1300250617692305,7.2702070611538465,7.06990429023077,6.993903686076924,7.156566112538462,6.639872991769232,6.513567723153846,6.998034889846154,6.914342025076923,7.123045114923075,7.236708302461538
SNX4,2.443009733846154,2.161718507461538,2.2816275181538463,2.9428280176153843,2.6251952388461537,2.671334669923077,2.488185518153846,2.462735832769231,2.0172580594615384,2.4691679613076922,2.587853583769231,2.2708567425384616,2.5864581789999996
ATXN1,3.8476064857692305,3.3192461002307687,3.168521849153846,4.027769274461539,3.5321506583846154,3.4716267166153845,3.464991811307693,3.2131885812307694,3.4873996214615386,3.5773769060769234,3.443090882461538,3.379828380384615,3.703212233846154
SLC39A14,5.9732411579999996,6.290550030923077,6.560260327923077,6.881499590461538,6.49285976653846,6.420127257230769,6.527457655,6.328664611076923,6.589485247846155,6.420127257230769,6.731774579,6.1090776572307695,6.4158617912307685
WDR76,1.5959450001538462,1.617149228076923,1.3161922436153843,1.5647719906153847,2.053039467923077,1.7193395384615386,1.495517338230769,1.9576191425384613,1.2783883248461538,1.606875617923077,1.3273427437692311,1.3237364887692307,1.4918404989999998
FBXO11,5.737714913538462,5.71475833876923,5.946167551692308,5.93277407676923,5.982080569384616,5.951542698769231,5.717288754692306,5.5392072439230775,5.963471158153847,6.181469571615384,5.801492123692308,6.494192256692309,6.016878675461539
DDOST,7.684131132384617,7.38753735623077,7.480949977615383,7.605177967692309,7.830392709846155,7.953655438076923,7.6676677560769235,8.068308408076923,8.145282552307691,7.403808207461539,7.863408085538461,7.840714418,7.64781403076923
PQLC3,2.938841818307692,3.033296215846154,3.568275458076923,2.9221049922307696,2.8654118874615384,2.7658005305384616,2.8947511890769233,3.092838855153846,3.314750785615385,2.8177414417692312,2.9424607046923077,3.3199650761538453,2.819804535692307
SLC25A4,4.489883564692308,4.6932271306153845,4.7928405003846155,4.362961830153846,4.754836528846154,4.820873238615385,4.590631571692308,4.575927799923076,4.739182694538462,4.404212162538462,4.155450918923076,5.01027951723077,4.318084590076922
SRPRA,3.329000250923077,3.455674106384616,3.0766041391538463,3.7975294610000008,3.261185024461539,2.956449640384615,2.866658681307692,3.2384440816153846,3.138300523076923,3.2846559233846153,3.4591179836153847,3.1471135013846157,3.1466089433076925
DHRS2,2.781999946538462,3.4982828194615387,3.3054281632307694,2.9817414124615387,3.0626052771538457,2.919655894153846,2.922943973846154,3.243041500692307,3.6009557962307692,3.0693256171538463,2.998573755461538,3.239628777846153,3.2870645715384614
NUCB1,2.5995220814615383,3.125709201,3.3573461171538463,3.216656282384616,3.2199496282307694,3.4107744551538466,3.1682458256153847,3.5170323704615383,3.2870645715384614,3.472812391307692,3.3640672677692303,3.1122278421538465,2.999885168384616
MECOM,1.4490523275384612,1.8211753253076923,1.8245055702307693,1.381918754,1.6182047063846157,1.4434705195384616,1.5844078738461536,1.6830854455384618,1.463951136,1.7233860512307695,2.1721031226153844,1.980729816153846,1.4324765037692306
KCTD7,3.215143712615385,2.968450380461538,3.414030657846154,2.7142465110769227,2.986607611769231,3.360929238461538,3.5035890175384616,3.374408213461538,3.1410136718461534,2.984836451461539,2.9927897146153843,2.9395416174615385,3.371985427923077
TMEM53,2.92373158823077,2.8614304283076923,3.0043547492307687,2.4832989256923077,2.4668089574615384,2.6228272675384616,2.691714644230769,2.590588493923077,3.272186104384615,2.8508675826923078,2.8059396289230776,2.4625266196153843,2.888148302153846
MED4,4.4100855754615385,4.488248851615383,4.431066195461539,4.582969589923077,4.632346311461538,4.558238878846153,4.338298464923076,4.208419930692308,3.8194614143846155,4.697973357615384,4.426798748153846,4.642974834461539,4.685795136
SLC35A2,0.7851193411538463,0.7393146493076922,0.9143341749230771,1.0383094859230768,0.7996286793846153,1.1968664109230769,0.722472211923077,1.4526352793076922,1.3252315607692309,1.0465748392307692,0.8652714832307692,1.2202543976153848,1.193303963923077
POU6F1,2.198504163538462,2.7329447825384623,2.6430368980769225,2.542288381076923,2.3906023128461538,2.336832529692308,2.272502614461539,2.459564577769231,2.996283206692308,2.6286165903076926,2.4823433823076924,2.6768287350769233,2.9269802700000005
PRDX2,8.059587022615384,7.9263507830769235,7.780764389,7.804743280384615,7.676372896615384,7.761722284307694,7.9517487576923065,7.8562945050769235,7.861445003846153,7.467755124461538,7.308695862692308,7.3388919831538475,7.505620272538461
TIMM17A,5.504261721769231,5.909664474076924,5.9065194490769235,5.35688952423077,5.689175675615385,5.764317371,5.399995357384616,5.497391029846154,5.307327951153846,5.717582401384615,5.616910264384615,6.121631017923078,5.601278686384616
POMT2,3.364337034846154,3.541570909846153,3.4090345873076924,3.2286991452307685,3.568275458076923,3.435936580538462,3.402903036692308,3.110153681384616,3.928665784153846,3.470706225615385,3.3640672677692303,3.9434769330769233,3.6309960916923076
KIAA0753,3.575398423769231,3.5071474752307696,3.5253718129230767,3.732763470692308,3.789724834153846,3.5848959437692303,3.7198488686153848,3.733465578307692,4.236384951153846,3.644744610153846,3.5960241733846154,3.1433577945384608,3.619222589384615
RAB3GAP2,4.642974834461539,4.82451181676923,4.785768819461539,4.784920623153846,4.607883774692308,4.675648780384615,4.7610750407692315,4.312859306,4.0715677430769235,4.74624648546154,4.748602689615385,4.517221184615385,4.998449767384615
PKP1,5.642972202230769,5.420267081076923,5.558554849538462,5.557695724769231,5.921458769076924,5.857900995615385,5.769189673846153,6.097744092923078,6.2521282504615385,5.590548177307692,5.770373194923076,5.976274063538463,5.648432891769231
DDX18,4.708473590923078,4.789203277923077,4.610525605076923,5.074215952923077,4.868856551923078,4.526832176538462,4.549656492846155,4.620753819153847,4.381458775846154,5.100680081615385,4.917218418153846,4.3839982537692315,4.91099156
MIR7112,4.333382618615385,4.137270880461539,4.075887968076922,4.0263408837692305,4.132396838076923,3.9655371400000012,4.0928755169999995,4.633295055153846,4.313190580461538,4.388420029769231,4.715391997538462,4.475805630769231,4.0715677430769235
ATP5A1,9.084000460538464,8.957055224307693,8.962019732,9.627863973307692,9.339576697153847,9.304524727153845,9.053614843999998,9.658010147692309,9.435017393923077,9.053614843999998,9.339576697153847,9.053614843999998,9.36535114776923
TRAF4,2.023436267692308,1.5342744256153849,1.753932216,2.0813468004615383,2.1896543614615385,2.055248275076923,1.936712706076923,2.2706602607692306,2.414659954153846,2.1885208870769235,1.992530697923077,1.8252573939999999,1.7787202063076921
AP3M2,3.921796792,3.7179420185384617,3.7142883667692312,3.698426231076923,3.6680016185384616,3.8255216873076923,3.9649116914615385,3.863500016846154,3.4095663551538467,3.402903036692308,3.407200151307693,3.8278926888461546,3.1819702016923066
CDCA8,3.22176779423077,2.9340313745384616,3.2662125345384614,3.1642328812307694,3.079029054,3.160471090384616,3.275156899846154,3.467773356384616,3.050764680692308,2.8982811784615383,2.4955073236923075,3.1664828412307693,2.9169705101538463
SPTB,1.803735910153846,2.035795764076923,1.6843199297692308,1.666603153153846,2.199635361,2.0079052753076927,1.5990111251538464,2.0136623666923077,2.164208179846154,1.8071208694615386,2.0024693929230772,1.6835183673846155,2.3764583676923077
TP53I3,4.6010433618461555,4.809680961461539,4.828896653692308,4.534729605384616,4.668273470846153,4.691226742538462,4.798925310692308,4.565660104153848,5.041351818923077,4.459691633384614,4.706917858461538,5.236904257692308,4.335982172
FEM1C,3.2345235367692307,3.116821381615384,3.2023675202307698,3.7309076375384618,3.0054332343846157,3.2415200294615385,3.3072676155384615,3.2369662946153848,2.859501266461538,3.597854982153846,3.2658951696923078,3.582795021615384,3.2870645715384614
CAMK2B,1.6975288512307691,1.72013242,2.115117452076923,1.7172191430769232,2.1490076613076927,1.9740376507692308,2.1299531954615385,1.612397792076923,2.211416187076923,1.563390770923077,1.9695419887692307,2.1942233473846153,1.7271101785384613
HERPUD1,6.449995518076923,6.582175375846154,6.4573450807692305,6.786135096538462,6.678857198000001,6.688900814538461,6.349746359307693,6.875563080384615,6.927825753153848,6.8973988793076915,7.208433282307691,6.5615720258461545,6.860083395769231
FZD5,2.1340726893076924,2.095444744846154,2.383169719538462,2.271059661461538,2.513364343076923,2.2012304435384618,1.825950481769231,2.4348923603076926,1.9908314751538465,1.9634384973076924,2.6054181883846153,1.9695419887692307,2.3546095604615385
R3HDM1,4.9518103326923075,4.869880292230769,4.92695642923077,5.101166358384615,4.924129507923078,4.80204114823077,4.907133243846155,4.974515493230769,4.160969481923076,4.527025075230768,4.740984347538461,4.746046984923077,4.8779933568461535
GBX1,2.4941431400000003,2.5081113276923075,2.672139123,2.1262238206923074,2.440151095,2.6676308601538463,2.2331521795384615,2.7962517333076926,2.9178181823846154,2.4086264523846155,2.2545849933076925,2.8010976816923074,2.4932528169230768
TROVE2,4.250378372384615,4.30798463323077,4.349794979307692,4.5022572896923085,4.516022028538461,4.386843231769231,4.2823912620769224,3.978594484692308,3.7198488686153848,4.387977151461538,4.423595974846155,4.033483384153846,4.536288547769231
MIR631,2.2660560776153846,1.7784527107692303,2.0024693929230772,2.3007056529230776,1.7780213265384615,2.088369452076923,2.425299809384616,1.7619582668461538,1.7645414,1.9161868206923078,2.1405833906923073,2.309726752230769,1.8738572101538462
MT3,2.314070377769231,2.4918258987692306,2.4493205663846154,2.3108393663076923,2.253208234538462,2.2604923726153845,2.0780731643846155,2.1674079203076926,2.8191423814615386,2.4696635714615387,2.0657743703076923,2.5309131363076927,2.793443784461538
DNAJC4,2.6274661851538466,2.251470147,2.639235208769231,2.5693561623846155,2.5947210527692306,2.4696635714615387,2.387679024384615,2.5028399643846155,3.0164112334615387,2.5074792419230767,2.7015420362307694,2.944925398615385,3.0408728022307687
AKAP13,4.6010433618461555,4.986813655,4.845828501000001,4.928288533384616,4.574168966538461,4.701209920615384,4.642974834461539,4.7557304187692315,4.9091932097692315,4.937344312230769,4.943560813,4.132396838076923,4.531390175153846
NQO1,2.1471697496153848,1.9685392675384616,1.865618305153846,1.8987221226153845,2.0176066897692304,2.198504163538462,2.7370198563846153,2.179289109,2.002184619153846,1.9263604822307687,1.7777861627692306,1.9612378486153845,2.1023479959230773
MED27,2.361197718307692,2.150218914,2.075222281692308,2.019654303076923,2.048518001384615,2.213509512769231,2.0323049836153846,2.149287290846154,1.8397041516923076,1.7642286710769233,2.3459823074615382,1.4793850036153846,1.9900190023076925
ACP1,4.9671754997692315,5.025073098461538,4.748318495769231,4.549656492846155,5.037449195230769,5.139998299538462,4.640752778230769,4.89660590076923,4.3906668340769235,4.627736913923077,4.7696402017692305,5.179367991,4.764078532538462
BAG2,1.059148439,1.2832021313846154,1.5396660240769233,1.7994337472307693,0.954827167923077,1.3368383160000004,1.410293044846154,1.463518685923077,1.1812778063076925,1.3360591780000002,1.5396660240769233,1.100065413846154,1.0761682639230767
SLC22A5,3.4577185063076925,3.120258907307693,3.0957716385384613,3.2622192421538463,3.103437528307692,2.775446790153846,3.308729837076923,3.147763590230769,2.5186450025384612,2.9262241173846153,3.029331221846154,2.9665666191538467,3.1517238287692306
RELB,3.562547295076923,3.624697697923077,3.9561712569230774,3.3568078248461544,3.6640815496153842,3.8787832639999995,4.034540926769231,4.0098313931538465,4.198724535,3.9724542849230766,3.9091726668461537,4.098254440230769,3.881383358923076
CAAP1,4.319622496692308,4.217018697,4.0172163112307695,4.7379652814615385,4.577011781923077,4.467513553846154,4.180420119615385,4.366488740692308,3.932372670461539,4.43414490623077,4.558581305615385,4.43414490623077,4.645313823846154
RIC8B,2.4932528169230768,2.1767903452307693,2.4077938189999997,2.7490636766153846,2.5415135845384613,2.354444719,2.5041792703846157,1.9024765376153847,2.0160738494615384,2.5435021739230765,2.205574567923077,2.4466084276923077,2.1721031226153844
ARHGEF17,3.672105246461539,4.049333182230769,3.9724542849230766,3.6794423394615383,3.8740700683846154,3.612322263461539,3.924020755692309,3.81542917323077,4.3000484718461545,3.4760243817692307,3.574537546538461,3.9163917046923085,3.506787586230769
VPS53,2.1571647210769234,2.1202388623076924,2.484009834692308,1.9481995875384612,2.3620608384615385,2.2726341815384616,2.142152834692308,2.4074190317692308,2.770140390461538,2.3209201619230773,2.6495948265384617,2.018316813923077,2.4096063386153848
ERCC8,1.7989728372307694,2.0946618040769227,1.5985051681538458,1.7372928108461538,1.3565661287692308,1.481383887076923,1.6869443977692309,1.7274059135384618,1.4055080475384616,1.6835183673846155,1.5594982043846153,1.2202543976153848,1.2911644606153845
LYN,2.7932588369230773,2.821725942307692,2.9784002190000005,3.4284422553076928,2.882879685923077,2.9916962865384615,2.732746136230769,2.9343402354615384,3.4043220368461538,2.9496841026923075,3.174886169692307,3.111676737153846,3.393259421692308
KDM4B,2.1529969226923074,2.6081182620769234,2.2567189512307695,1.9130236776923075,2.018316813923077,2.219885880307692,2.004279266615385,2.1767903452307693,2.635569511153846,1.9732374609230772,1.8568184993846157,2.1452553894615383,2.275286747769231
FCGR3B,1.1119499774615387,0.9559559361538461,1.0844556443076923,0.8788016096153846,1.1038387628461537,1.8383624046153844,1.096315955769231,1.0152831043076924,1.2511902838461535,1.0148742413846152,1.263993950846154,1.2991460925384617,1.0705742306923076
MID2,3.5089203206153843,3.1191174038461535,3.136623334076923,3.407200151307693,2.971533853307693,2.848991402615385,3.1186807943076924,3.2364840995384614,2.9583285549230776,3.2023675202307698,3.5936489204615376,2.9135681409230765,2.895790609
SLCO3A1,5.301580623923077,4.901053601153847,4.668273470846153,4.744860689307692,4.520859044,4.641374796461538,5.073066545076923,4.8297806055384624,5.065939668384615,4.814105303769231,4.872600889307692,4.705167977384615,4.426155190538462
ATP11B,5.62818779376923,5.730827740153846,5.6580285881538455,5.749079684692308,5.701494325307692,5.655302640846154,5.416291999615385,5.281432106230769,4.943118690692307,5.720329876307692,5.478949471076924,5.400444829307692,5.761076674692308
OR10J1,1.8097132063846157,2.0064094150769227,2.239566910461539,1.8787867642307694,1.8484616282307693,1.5527591862307693,1.6840608816923077,1.8185296512307692,2.3932495726153844,2.0024693929230772,1.7615975792307692,2.0719138548461533,2.207477641384615
SUCLG2,5.239507573769231,4.901865728615385,4.786303300153845,5.1707942863846155,5.283531773307692,5.073066545076923,5.147674590307693,4.970852821384615,4.388912721923077,5.057790654615387,4.844866147153845,4.932898834615385,5.166213321846153
RHO,0.9123699103076923,1.5318683474615384,1.8512079355384612,1.3241481856923076,1.2609463372307692,1.5207038374615385,1.1232208060769229,1.2030201332307693,1.4922673432307687,1.453634312076923,1.1402411563846153,1.2202543976153848,1.250047116076923
SMAD3,4.816712179,4.737042370153846,4.770077326230768,4.64490106276923,4.629847570076923,4.631341236692308,4.755253406461537,4.735009039153846,5.333156422153847,5.100306372153847,5.149287830461538,5.014160440846155,5.172871972846154
OGG1,3.5177024626923084,3.8939674493076923,3.672301112846154,3.671762504692308,3.6426080556923073,3.4288147619230775,4.073191528076924,4.069085920384615,3.6842623986923084,3.9528758143076925,3.412883726538462,3.3664850046153845,3.7022971155384616
NPY1R,1.3038034387692308,1.1746369876923077,0.7593712758461536,1.418204006846154,0.9405011984615383,0.8917342616153845,1.1232208060769229,1.1357605946153846,0.9329447696153845,1.0388734947692309,1.1919462618461538,0.5611704853076923,1.2970224886923076
SPHAR,3.758468687076923,3.838436058076923,3.8936338189230764,4.0290098660769225,4.192808710769231,4.425790454923076,3.7291793581538455,4.36762926723077,4.217819353538462,3.9105213697692305,4.205936814384615,4.354253452076923,4.160185213615384
ERAP2,1.4008992637692304,1.175298747923077,1.2162126895384615,1.5909769004615386,1.2299226592307693,1.3404878587692306,1.3949178665384614,0.9682958043846154,0.6799444057692307,1.2081845408461538,1.4083368141538462,1.0063533733846153,1.0437538854615385
ANP32E,5.389194602153846,5.397707087692309,5.298499368846153,5.732317133692306,5.577423133923077,5.385623235692307,5.435940411230769,5.389194602153846,4.782557056846154,5.503230861923077,5.128839476230768,5.1142302427692305,5.482821463076922
TENM4,4.089258541153846,3.354109945461538,3.687694609461538,3.881059835307693,3.5035890175384616,3.8243241146153846,3.670002237538462,3.3598494303076913,3.3683775330769232,3.5201499893076926,3.27320319,3.5247215264615384,3.538431567384615
IL3RA,2.885500883692307,2.9269802700000005,3.1790963041538465,2.688932084538462,2.7228317937692306,3.0881424543076923,2.890419801538462,3.1819702016923066,3.576227649923077,2.867808669153846,3.0181579711538458,3.1598654437692306,3.2020805476923075
G6PC3,4.4775257544615386,4.742770525923077,4.703490724,4.757021650692307,4.662182527692307,4.472263312076922,4.872600889307692,4.999430786846154,5.217280033384615,4.368758066846154,4.570894570769231,4.544803719153847,4.500913034538462
HMGB1,7.9058733056923085,7.888615765538461,7.6573554434615385,7.691082392846154,7.838121317076922,7.880257383076924,7.799947398923077,7.564276822153847,7.09758194723077,7.434615184769232,7.376546214230768,7.758842960384616,7.61557638676923
UNG,5.964659841692309,5.615907420384616,5.550757875461538,5.834508182923077,5.767816376692309,5.637120166076922,5.657684588846153,6.2626732142307695,5.861068228999999,5.535724037692308,5.288691468461538,5.685482525384615,5.572997091692309
TOX4,5.357967993230768,5.006696756,4.448286412230769,5.074215952923077,4.862502307307692,4.728915905538461,4.859934906076924,4.8990081253076925,5.052665471538462,4.816214152846154,5.185565690538462,4.687851315923077,4.708473590923078
MED25,4.098982773538462,4.215980017769231,4.368758066846154,3.7791202392307692,4.145340822307693,3.9931797533076927,3.9205712445384617,4.163578521076923,4.468233486153846,4.093161629076923,4.018989717615384,4.638252288230769,3.9205712445384617
CRYL1,3.1502586743076924,3.3995639339230768,3.4765971981538466,2.9558451893076922,3.5035890175384616,3.3708849651538464,3.5084572333846156,3.6061567937692303,3.7142883667692312,3.4261115122307695,3.6142356132307687,3.7192227300769227,3.0680155537692304
RBM19,2.3527188033846156,2.6676308601538463,2.827986669307693,2.4093665754615383,2.5152535066153847,2.5329087286923078,2.617409196923077,3.0191262646153847,2.6710503901538463,2.963335167923077,3.0243251501538455,3.0313874775384613,2.630428126307692
BAMBI,2.3729486264615387,2.1181042461538464,2.3437991837692307,2.4256795120000003,2.3768375294615387,2.5034492903846157,2.4391501105384616,2.462735832769231,2.5819956043846157,2.869907286384615,2.9561521723846154,2.8382182001538463,2.421329376384615
TCEA1,7.151984657384617,7.113539762076924,6.924863879999999,7.4992585649230765,7.32262621923077,7.0501888900769245,7.196693281384617,7.192360637615386,6.817082881230769,7.080999337307692,7.139613878076924,6.527457655,7.193684401230769
DLG1,1.1862109862307695,1.0319454706153848,1.193303963923077,1.6804399845384617,1.7053050062307695,1.445736345923077,1.0237513694615386,1.2274458512307693,1.3313068873846154,0.9741651083076923,1.2283873593846153,1.1872891357692306,1.0126447426923078
CYB5R1,8.062606418538463,7.357280435615385,7.611478921230769,7.7535240154615375,7.842005227692307,7.861445003846153,7.985960637923077,7.972836046769231,8.136705558769231,7.538937185307692,7.978507795615386,8.070158275846154,8.077534346692307
SEC23B,3.4427438069230765,3.596429949384616,3.468215953,3.6580215679230768,3.4462008176923073,3.098223203307692,3.092838855153846,3.283796171692308,3.036260861153846,3.6605584836153846,3.755009182769231,3.5730294646153853,3.5723260518461535
IFT20,5.723455712076923,5.819029494461537,5.731776795538462,5.768090482846153,5.8465592637692305,5.822276933384615,5.910616270230769,5.418461910923076,4.995853928769231,5.566979858999999,5.623006061384615,5.632903411076924,5.6301787249999995
RBM7,4.799627066076923,4.735009039153846,4.767246585461539,5.416724005307693,5.033287423923077,5.132713887769231,4.721665415538462,4.715075404384615,4.55452561576923,4.809366924923077,4.771514053999999,4.611717973692307,5.042153509538461
CEND1,2.8332687983076923,3.275156899846154,3.210668308384616,2.698069267615385,2.9555289923846155,2.9696914705384616,3.0313874775384613,2.9655228280769235,3.5780686933076917,3.3519788795384615,3.1410136718461534,3.208180903615384,3.306402406384615
CCDC53,5.757712422692308,5.736400917923077,5.5633556486923075,5.591607549846154,5.542388599846153,5.7473634041538455,5.632903411076924,5.2051016684615385,4.961993933230769,5.453589259076922,5.226157316384615,5.600287195230769,5.468017837846154
PDLIM3,1.7637194429999998,2.0908564431538466,1.7931546856153846,1.8595668394615386,2.148114569076923,1.9144033161538465,1.8411123553846154,1.6730688824615383,2.003130655923077,1.4852529283846154,1.6268177317692307,1.944775622076923,1.3027529493846155
OPCML,1.1432019936153845,1.040471343769231,1.021861669076923,1.3627152356153844,1.3130234808461538,1.0629551984615384,1.0031100797692305,1.244796938846154,1.9184130166153843,1.2223849353846155,1.1665982067692309,1.1409449,1.284446243230769
NFX1,1.2428530203076922,0.9614586593846155,1.4678048801538461,1.7180538753076922,1.7407331443846157,1.9357904235384618,1.392368313846154,1.5873075553846154,1.5715329235384616,1.5593228239999999,1.494710734230769,1.5434711600000002,1.4875080186153844
PEX7,2.893623500923077,2.640342882846154,2.6217458426923077,3.1357453386153846,2.867038091615384,2.6805815219999998,2.6815067523846148,2.4996907420000003,2.2492791413846156,3.0243251501538455,2.6458846323846155,2.4597145269230767,2.7697883124615386
DRD2,2.4571405316153845,2.5081113276923075,2.506269614692308,2.271059661461538,2.5564003714615384,2.7351735013076923,2.5089708180769232,2.784781983230769,2.773131376692308,2.6535784288461532,2.5552385729230767,3.250858197384616,2.4716846663846157
GNB3,2.925703662769231,2.956449640384615,2.708114871,2.139023830923077,2.6655745361538457,2.843404620615385,2.691714644230769,2.6352502806923073,2.640721906153846,2.7560125793076926,2.769477745692307,3.130287160153846,2.9537287613846157
NDUFA2,1.2416184356153848,1.3020355855384618,1.1091844073846153,0.957356869,1.6329576078461536,1.3109050117692307,1.3462346843846154,1.0342902335384616,0.8867795548461538,1.3937334303846154,1.004200315,0.8013804366153845,1.3493101045384617
CAST,5.872287108384613,5.7825684229230765,5.783644810615384,5.972624378,6.189355160769231,5.921117264692308,5.922023351461538,5.440522662076924,5.375155875846153,5.820039267307693,5.554700824307693,6.065524485538462,5.963471158153847
ATP6V0C,6.112079698230768,6.490656175384616,6.496455089846153,5.980358063461539,6.066120607692308,6.146054975538463,6.071175929846154,6.4512818406923085,6.690166113000002,6.518051350923075,6.32921438176923,6.595106080846155,6.134122415615384
ZNF696,2.7015420362307694,2.685915429,2.4232574913076923,2.776028735846154,2.611055415076923,2.386714954230769,2.812634470230769,2.597831477153846,3.098223203307692,3.0661079363846158,2.821350617461538,2.9561521723846154,3.1021539955384614
DIDO1,4.475478026153846,4.217018697,4.4517080963076925,4.0339129883076925,4.1285414685384625,4.465337758153847,4.499987859153847,3.8337361202307694,4.0004089825384614,4.098254440230769,3.9500955243846154,4.1861686506923075,4.522948187461538
COL9A3,3.0063170025384616,3.018678973,2.712743468538461,2.457519101538461,2.373254678692308,2.7659920756923078,2.5426846976153845,2.4561893720000003,2.580657445076923,2.6217458426923077,2.1547810423846157,2.5441518483846153,2.596940953076923
ACTL8,2.7086522777692306,2.662871085076923,2.588222888923077,2.2567189512307695,2.5004710316923076,2.638867340769231,2.4554042618461542,2.460317063461538,3.149102701846154,2.803379473307692,2.671334669923077,2.9718068601538468,2.438485734
RIMS3,4.808139303461538,5.1742176035384615,4.553592159153846,4.701209920615384,4.197813692076922,4.565660104153848,4.609583589923076,4.826165509153845,4.9518103326923075,4.496636620538461,4.661049726615384,4.693403182538462,4.533899444
ADGRD2,2.4633191772307685,2.228768182153846,2.20788223,2.4744037923846154,2.109838331384615,2.3215107823076924,2.091941292769231,2.0136623666923077,2.0142434259230773,1.6583310469230765,1.9470962310769233,2.4495942833846156,2.3243628830769234
VCPKMT,4.615717661076923,4.646292648615384,4.345668181846154,4.607231029692307,4.392727559999999,4.410513150769231,4.314424149692308,4.036921634230769,3.8660826193076927,4.339926185923077,4.121935321923076,4.425311286846154,4.591736958076923
IQCB1,3.327240410076923,3.0682298633076925,2.9672680487692307,3.283796171692308,3.197357563923077,3.103949184692308,3.1550120580769234,2.8825164731538453,2.5087197525384615,2.9150705076153844,2.983568199461539,3.0151720941538462,3.4522331438461538
MYO9B,2.9351730829230767,2.8483596662307686,2.721257106923077,2.6146950239230766,2.6973017035384617,2.6426355806153845,2.773131376692308,2.770140390461538,3.454065254,3.1696587569230767,3.078439385307692,2.861915058153846,2.7687841470000003
EXOSC8,5.055320961461538,4.999980851923076,4.587963185538462,4.64490106276923,4.706625979076923,4.632346311461538,4.6419591982307695,4.571203273230768,4.095120567,4.737477798692307,4.4983492303846155,4.787020356692308,4.816712179
ICAM2,1.6927035867692308,1.787894907384615,1.9144033161538465,1.9573502801538463,1.7796551466153845,1.630254856230769,2.3525211838461537,1.6289902296153842,2.344593571769231,2.0276722158461538,1.897829960923077,2.0073249141538456,1.7342230199230768
MAPK1,2.0937283912307696,2.0654611716923075,1.9186922153846158,2.271059661461538,2.2751669701538457,2.5084887683846153,1.7625105600000002,2.042986021,2.316819864384615,1.9270354920769228,2.4760543701538458,2.491191311615385,2.2339187093076927
SLA,2.367389922307692,2.8809100441538464,2.472172748230769,2.364996111615385,2.4450082576923076,2.5848639479230773,2.272502614461539,2.441629422923077,2.7872277096153844,2.5411240734615386,2.3785584404615387,3.0912833829230766,2.6768287350769233
CAP2,2.0285858143846154,2.2351761236153846,2.0830996675384617,2.592650238384615,1.9579352405384616,2.0813468004615383,2.2211343675384616,1.9677439144615385,1.7692803046153844,1.9097577406923076,1.8965655150769232,1.6384554508461542,2.153879005307692
TMEM251,4.775615235923078,5.028897572923077,4.998580856615384,4.649954019230769,4.832104888692308,4.776013694461538,4.550930644692308,4.361353933615385,4.267114740076924,4.802378672076923,4.673835003769231,5.049135896153847,4.6842627427692305
OSBPL10,4.462063262076923,4.178047969538461,4.310942205461538,4.505805928846154,4.142470187615385,4.243435511615385,4.028689002307692,4.095758329153846,4.2148253322307685,4.711561472846155,4.78121018,4.568973775307693,4.419251258000001
TMEM39A,3.2264317110769225,3.330976013076923,3.3423008293076917,3.5071474752307696,3.4695801996153843,3.2023675202307698,3.1550120580769234,3.667493243,3.1317789914615384,3.430257573923077,3.680662625307692,2.808206102076923,3.432197464846154
IL1RAP,5.3953050023846165,5.215565585307692,5.429569936461538,5.221430484230769,5.563589698076924,5.440078909461539,5.177907242769231,4.9675342613076925,4.89660590076923,5.673400247461538,5.594320342000001,5.522516061307692,5.2643368399999995
AKAP8L,3.2294802437692307,2.688273692692308,2.7292469569230775,2.612030481846154,3.1076933953076917,3.086150156307693,3.137511157384615,3.1819702016923066,2.828296332923077,3.0510826750769238,3.319555816,3.1627774971538463,2.7301041793846155
LPGAT1,3.9111711924615378,3.597854982153846,3.5867153943846146,3.706212751692308,3.7152723936923078,3.7320111852307694,3.4194710426923076,3.489344836538462,3.155422206692308,4.105264384307692,3.797997207461538,3.658847683692308,3.8520241322307696
