PC1,PC2,PC3,batch,group,dataset,sample,var_PC1,var_PC2,var_PC3,stage
33.30632297362299,19.069569926150194,12.236563067114,2,Control,GSE199939,N2,0.7515598335619592,0.09898345452764691,0.042709818704505284,pre
21.468084959668225,31.389911039061438,8.800262127079776,2,Control,GSE199939,N3,0.7515598335619592,0.09898345452764691,0.042709818704505284,pre
39.68776161816477,13.577419791570954,-5.908888668543304,2,Control,GSE199939,N4,0.7515598335619592,0.09898345452764691,0.042709818704505284,pre
36.76603421811954,4.935693949600772,-24.522522821176427,2,Control,GSE199939,N5,0.7515598335619592,0.09898345452764691,0.042709818704505284,pre
37.104236111459095,19.840689639815274,-2.885227942137057,2,Control,GSE199939,N6,0.7515598335619592,0.09898345452764691,0.042709818704505284,pre
26.568412747121485,27.081860079959345,15.163797126700635,2,Control,GSE199939,N7,0.7515598335619592,0.09898345452764691,0.042709818704505284,pre
39.31550013287291,5.918525276098689,-24.725797483025865,2,Control,GSE199939,N8,0.7515598335619592,0.09898345452764691,0.042709818704505284,pre
27.62027955165745,28.77087334164048,5.585748935354457,2,Control,GSE199939,N9,0.7515598335619592,0.09898345452764691,0.042709818704505284,pre
31.176252267153174,22.745628015314505,4.75416752541937,2,Control,GSE199939,N10,0.7515598335619592,0.09898345452764691,0.042709818704505284,pre
23.607003932604087,27.932446201036804,5.47267368948512,2,Control,GSE199939,N11,0.7515598335619592,0.09898345452764691,0.042709818704505284,pre
