gene,mean_DFU,mean_Control,log2FC,t,df,P_value,adj_P_value,var_pooled,var_post,status_relaxed,status_standard,status_strict
EXOC3L2,1.9734429936568758,1.2465641462209596,0.7268788474359162,4.72260960379937,43.614835533211945,2.4342475122951512e-05,0.0001380959009088081,0.2534247070995113,0.2464859201132634,Up,ns,ns
TTBK2,1.2992496816265031,1.7083425502992498,-0.40909286867274663,-4.721061264812031,43.614835533211945,2.4465256764028e-05,0.00013872518421877977,0.0698501677179605,0.07812619834679065,ns,ns,ns
TNS2,3.6494394258694722,4.699291215705621,-1.0498517898361488,-4.72093676353312,43.614835533211945,2.4475156001901865e-05,0.00013872518421877977,0.5457193808295998,0.5145549568588095,Down,Down,ns
UBE2J1,4.167047583014815,3.5829166713330816,0.5841309116817337,4.718118960151201,43.614835533211945,2.470025934742104e-05,0.00013993887492565993,0.15855939803800823,0.15948313044160245,ns,ns,ns
CHPF2,4.153862204705922,3.388267034776456,0.7655951699294659,4.714682488579105,43.614835533211945,2.4977543041648786e-05,0.00014138929825455922,0.2838211134164298,0.2743630458163028,Up,ns,ns
NR2C2,2.772072977085605,3.2501903573651933,-0.4781173802795884,-4.714671391079863,43.614835533211945,2.497844342252975e-05,0.00014138929825455922,0.10133723601693176,0.10700359101745145,ns,ns,ns
MUSTN1,2.2444553682902124,3.899963666928371,-1.6555082986381584,-4.714249125332246,43.614835533211945,2.5012727123518985e-05,0.0001415205452556511,1.3837485060432306,1.2831274987183208,Down,Down,Down
TOM1L2,3.528282524941798,4.263252508385143,-0.7349699834433454,-4.713594736057645,43.614835533211945,2.506594835471887e-05,0.00014175877577282916,0.2604933940166343,0.2529687481058076,Down,ns,ns
FSTL4,0.20152831265732649,0.8336724273639156,-0.632144114706589,-4.71253544115505,43.614835533211945,2.5152336559530752e-05,0.00014216903963032898,0.18880421036818834,0.18722122639947827,Down,ns,ns
MAP4K4,4.966807882971027,4.155768471841088,0.811039411129939,4.712432008183029,43.614835533211945,2.5160787457512157e-05,0.00014216903963032898,0.3207107085148205,0.3081951991626566,Up,ns,ns
EPC1,2.7451035557950543,3.2281041660059575,-0.48300061021090324,-4.709467961900291,43.614835533211945,2.5404152342645148e-05,0.00014348058229661363,0.10399594873202325,0.10944194730845883,ns,ns,ns
LINC00278,0.6097415675203489,1.4184793772531654,-0.8087378097328165,-4.7090617419270115,43.614835533211945,2.543768514784439e-05,0.00014360637392229285,0.3192845794717503,0.30688726893603985,Down,ns,ns
TP53I3,4.122576678792418,3.3422370344142407,0.7803396443781776,4.708637121556392,43.614835533211945,2.547278340725434e-05,0.00014374088796137815,0.2962534787401678,0.2857650058803466,Up,ns,ns
CANT1,4.074997297369318,3.4382690785826915,0.6367282187866268,4.708323167542664,43.614835533211945,2.5498764829379184e-05,0.00014382386018092557,0.19214641683017816,0.19028642788069883,Up,ns,ns
FKBP11,4.314139383788694,3.0627453791612838,1.2513940046274104,4.708080324838982,43.614835533211945,2.551887927282337e-05,0.0001438736814174697,0.7861696889387648,0.7350765341336487,Up,Up,ns
APOBEC3A,3.352409259903977,1.7200230379491976,1.6323862219547796,4.707902987448517,43.614835533211945,2.5533577826974962e-05,0.00014389293770544043,1.348609788498147,1.250901108669617,Up,Up,Up
FANCC,1.9002050317861363,2.6463456722397822,-0.7461406404536459,-4.707301933591765,43.614835533211945,2.5583457944566845e-05,0.00014411035298898453,0.26970223428938006,0.26141435168097954,Down,ns,ns
MCEMP1,2.043437063518723,0.34246233024676426,1.700974733271959,4.7070908653762125,43.614835533211945,2.560099674764338e-05,0.00014414547970096955,1.466147601395789,1.3586972853243602,Up,Up,Up
C1orf54,4.26030756658068,3.2939484588778556,0.9663591077028246,4.706877110350549,43.614835533211945,2.5618770863156115e-05,0.0001441818997430847,0.4628726551789133,0.4385746399433873,Up,ns,ns
B4GALT1,5.161395991379156,4.428120864098373,0.7332751272807831,4.704956819328665,43.614835533211945,2.577899167643949e-05,0.00014501962101880583,0.26023178399371777,0.252728820549307,Up,ns,ns
PDLIM1,6.8036367764370915,6.08512830216285,0.7185084742742411,4.704438553326817,43.614835533211945,2.582240215076581e-05,0.00014519977717315538,0.24930308400179918,0.24270590072552678,Up,ns,ns
THYN1,3.250136660223831,3.817075954716144,-0.5669392944923128,-4.704215965285165,43.614835533211945,2.5841068404863776e-05,0.00014524069870746045,0.14944382920398086,0.15112306788712046,ns,ns,ns
SLC39A14,3.962752437037426,2.5181413935753567,1.4446110434620691,4.7036200005361595,43.614835533211945,2.5891111411491252e-05,0.00014545786071839116,1.0548115233554995,0.9814530994765752,Up,Up,ns
LLPH,3.618580947843746,3.0203001718744305,0.5982807759693154,4.702950465862584,43.614835533211945,2.5947445740248654e-05,0.00014569833999386635,0.16826490579568,0.16838423726822907,Up,ns,ns
CXCL1,4.2183459096929,1.3432284126696574,2.8751174970232425,4.702839839959475,43.614835533211945,2.5956765346668575e-05,0.00014569833999386635,4.224969771559833,3.888865872628328,Up,Up,Up
DPM2,4.387659823963466,3.8070184969794534,0.5806413269840123,4.70269002430677,43.614835533211945,2.596939171506385e-05,0.00014570508250867105,0.15761722276488138,0.15861904347522202,ns,ns,ns
SOCS7,1.8415074472754756,2.277016721013895,-0.4355092737384194,-4.702539783683451,43.614835533211945,2.5982059965068416e-05,0.00014571205397296283,0.08196888081845526,0.0892405019568699,ns,ns,ns
PNISR,3.358003272412622,4.11014178274557,-0.7521385103329483,-4.700963179555661,43.614835533211945,2.6115365822976244e-05,0.00014639527927051254,0.2750848560790006,0.266350857091412,Down,ns,ns
DTNB,1.5763442801328011,2.0355055345626414,-0.45916125442984024,-4.70076191398845,43.614835533211945,2.6132431667935663e-05,0.0001464265821885692,0.09290676765297834,0.09927184720974294,ns,ns,ns
EPB41L1,2.269980695214789,3.10308513610704,-0.8331044408922508,-4.699632448792637,43.614835533211945,2.6228405673567323e-05,0.0001468998056895055,0.3411783881904803,0.32696649973085345,Down,ns,ns
ACKR1,3.947226141965751,5.242027690637656,-1.294801548671905,-4.69919733661016,43.614835533211945,2.6265470848718664e-05,0.00014704282253455184,0.845985453973548,0.7899347164961473,Down,Down,ns
KRT1,5.109268126928993,9.743823680437993,-4.634555553509,-4.698544656396056,43.614835533211945,2.6321166219478442e-05,0.00014728996612418103,11.022802700988667,10.123288491741405,Down,Down,Down
ILF2,5.863564189325543,5.256110458192446,0.6074537311330968,4.6979830964595255,43.614835533211945,2.6369178919738445e-05,0.00014749392051027386,0.17433855239099216,0.17395449474695987,Up,ns,ns
NLRP1,3.2706381749408835,3.9671483944747576,-0.6965102195338742,-4.696941472640566,43.614835533211945,2.645846461857282e-05,0.0001479284521177813,0.23414096298710518,0.2288004294982896,Down,ns,ns
KRT10,6.473299807382938,10.072499876338348,-3.59920006895541,-4.695833474404551,43.614835533211945,2.6553766059311812e-05,0.0001483648039788466,6.649553797106807,6.112498263676273,Down,Down,Down
MICAL3,2.012723819596481,2.8136273128576677,-0.8009034932611865,-4.695763710479887,43.614835533211945,2.6559777894119563e-05,0.0001483648039788466,0.3146943044410945,0.30267743989549656,Down,ns,ns
FAM120C,1.1817532765601344,1.5821577877640725,-0.40040451120393805,-4.6955808758021265,43.614835533211945,2.6575539835871353e-05,0.00014838785443382986,0.06715826329635477,0.07565740130679642,ns,ns,ns
UBE2Q2P1,1.6567945733767113,2.406104670090798,-0.7493100967140867,-4.695391280365906,43.614835533211945,2.659189432741016e-05,0.00014841419184133994,0.2735892098548409,0.26497917132818516,Down,ns,ns
ADAMTS9,3.559996951463447,2.304571968325627,1.2554249831378201,4.694602605723649,43.614835533211945,2.6660031618552793e-05,0.00014872938899011538,0.79598003979111,0.7440737945680022,Up,Up,ns
EFL1,2.9070723996978707,2.369858859421409,0.5372135402764617,4.692695175913714,43.614835533211945,2.6825533814056612e-05,0.0001495872464935129,0.13334468079150036,0.13635823090845411,ns,ns,ns
HPRT1,3.680795995584084,2.8502442900208877,0.8305517055631961,4.691910071502383,43.614835533211945,2.6893948144701696e-05,0.00014983771109190944,0.3401642731536202,0.32603643543097743,Up,ns,ns
CLPP,4.805253843644261,4.148754127434165,0.6564997162100958,4.692020453589448,43.614835533211945,2.6884319049402805e-05,0.00014983771109190944,0.20676728071305167,0.20369550183833415,Up,ns,ns
E2F1,2.206170222680273,1.3746312311409383,0.8315389915393347,4.6889408264901125,43.614835533211945,2.715424407218059e-05,0.00015122186666048868,0.3414614019830012,0.32722605709390284,Up,ns,ns
PSMC4,5.005809610580309,4.457283971329498,0.5485256392508111,4.688570152909784,43.614835533211945,2.7186912203491786e-05,0.00015127690740762874,0.13994502963656066,0.1424115370960097,ns,ns,ns
SEMA4G,1.1264090361691217,2.0194478753354432,-0.8930388391663215,-4.688559500105102,43.614835533211945,2.718785162536541e-05,0.00015127690740762874,0.3962568677650346,0.377480026975603,Down,ns,ns
IPO5P1,1.025656024162318,1.7852268934106028,-0.7595708692482848,-4.688327357385144,43.614835533211945,2.7208331150552212e-05,0.0001513248352215405,0.28245159840450834,0.2731070374006539,Down,ns,ns
REV1,2.9519735232980366,3.5609320852095094,-0.6089585619114728,-4.686831426629658,43.614835533211945,2.7340665702757505e-05,0.00015199455523420507,0.17618763818554578,0.17565032670133748,Down,ns,ns
KDELR1,6.291731766678888,5.650104931093936,0.6416268355849519,4.682839299393803,43.614835533211945,2.7696926599540816e-05,0.00015390801957470329,0.19765055138335455,0.1953343749710737,Up,ns,ns
RC3H1,2.265192819412324,2.749610182810261,-0.48441736339793673,-4.682255300406451,43.614835533211945,2.7749424351464214e-05,0.00015406548051990557,0.10609632594963145,0.11136824343401346,ns,ns,ns
ADAMTS6,1.1978290675119507,0.5619405532344028,0.6358885142775479,4.682334390973545,43.614835533211945,2.774230889590612e-05,0.00015406548051990557,0.19390305374093572,0.19189747319524086,Up,ns,ns
DDOST,6.245281800821158,5.571482210362583,0.6737995904585752,4.681872275142683,43.614835533211945,2.7783908961298565e-05,0.00015418981330872088,0.21964247591131514,0.21550358965144464,Up,ns,ns
ABTB2,1.09406794989215,1.6785957488299716,-0.5845277989378217,-4.6816228909481605,43.614835533211945,2.78063842102938e-05,0.00015424741967545751,0.16152129713143876,0.16219954476000573,ns,ns,ns
ADGRL2,3.957854985678457,3.194071927469192,0.7637830582092646,4.677564128596583,43.614835533211945,2.8174694335136863e-05,0.0001562225551547828,0.28715078922185755,0.27741675519268444,Up,ns,ns
TXNDC9,3.9267704184470915,3.2886663802239857,0.6381040382231058,4.67701716611863,43.614835533211945,2.822469336805078e-05,0.00015643177510767128,0.19584298730217983,0.1936766233743279,Up,ns,ns
