,Sample02_DFS20,Sample03_DFS21,Sample04_DFS31,Sample05_DFS32,Sample06_DFS34,Sample07_DFS37,Sample08_DFS39,Sample09_UM#7W4,Sample10_UM#8W4,Sample11_UM#15W0,Sample12_UM#23W0,Sample13_UM#24W0,Sample14_UM#30W4,Sample15_P2#13,Sample16_UM#27W4,Sample17_UM#28W4,Sample18_UM#31W4,Sample19_P2#01,Sample20_P2#03,Sample22_P2#21,Sample01_DFS11,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,DW10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11
DW10,0.9176981451044811,0.8836908920093647,0.8177422215316252,0.9046375181467788,0.6922661409712687,0.8910634783174729,0.9053724426607809,1.0669274945761744,0.8079701377079244,0.7013390832287365,0.9825995188029751,0.8180746595532462,0.7484857506471263,0.5493216096207133,0.9780287893468721,0.9851754148047864,1.0892050598509628,0.9247896927891692,0.8617736745470548,0.740695454302794,0.8047735804705579,0.0488123679593746,0.07160311628680627,0.03478142290246511,0.13324987875782401,0.03641445079237837,0.05449872284214474,0.04932451277663241,0.07556586178678004,0.03331681993708957,0.0,0.21742034192969006,0.3788540179243781,0.5671577702991721,0.199442859296742,0.2335667869961563,0.2826705324429746,0.541604764375524,0.22043944185958586,0.47165969490776116,0.35480660410379217,0.48426340668616896
N1,0.9130870168261094,0.8712963385826888,0.9067472865174574,0.9569985542157609,0.7316723191460577,0.866068493216725,0.8994757824762105,1.1109591673383383,0.9346729526988787,0.8464562827143214,1.040264987134616,0.9351476095449676,0.8715429684560281,0.6860877277767949,1.0463032402781527,1.0552511074412476,1.1306380480649862,0.9888710304774909,0.9516836302672079,0.824567582502551,0.7645351167382165,0.2272130871805903,0.19727364230469968,0.2321503691750203,0.12305515591217375,0.22640695218441997,0.23195494775707182,0.21545528617164245,0.24603369933418406,0.23310787215628148,0.21742034192969006,0.0,0.3795836714528543,0.5330308697799908,0.1665222611002548,0.03833424269595398,0.2502701108598854,0.5030530437842677,0.03823794755732146,0.39124130127333634,0.33506313544103095,0.45347820136638106
N2,0.521717153894319,0.4860005368531698,0.549786420898605,0.5965453270221677,0.4922320842140424,0.5238136286397709,0.5338688285169084,0.6982558319707889,0.5612493205622959,0.5065124744529502,0.6423010308295585,0.5895395952721172,0.5449150681175259,0.45996664276716115,0.6487814605605777,0.6537456286793519,0.7537674641940451,0.6023487466661845,0.608464100411226,0.5547631277770901,0.4950675251737011,0.3579923038155589,0.3444239993566873,0.359768399243787,0.3861479619698023,0.3489674537001679,0.36697222899137427,0.36339614226080164,0.36478662280054064,0.37113320470013145,0.3788540179243781,0.3795836714528543,0.0,0.22447671922003998,0.21658274194537463,0.37438480621776216,0.23195452250261828,0.15857166452160454,0.3955933338935135,0.20816960171228183,0.215459315285783,0.2234942202019501
N3,0.2586124368512597,0.2290756738081785,0.45351398347180394,0.37377846454448116,0.3693276928781506,0.25558415198917706,0.29082530131168627,0.4497111185415992,0.47341275471028454,0.44671971359138873,0.4447693427017567,0.5280757743684814,0.44876056614457227,0.4906986264570893,0.4374601121244832,0.4425101942007895,0.5591946689282796,0.3992664957679234,0.46262484647832447,0.49193604015846626,0.26923546966787526,0.6152647364664467,0.5969329398657535,0.600658631420055,0.6345057137924593,0.5674316355457162,0.6010328697842766,0.6047404468025742,0.6422524111446312,0.5936442474176358,0.5671577702991721,0.5330308697799908,0.22447671922003998,0.0,0.2873844962615777,0.506449599107663,0.20358692186673322,0.1332540260513727,0.49329167233061066,0.09651989116702919,0.12774692851512148,0.06627595189277136
N4,0.6671928354925942,0.6241952971173405,0.7547631607228231,0.7097355715118367,0.5718523192770487,0.6191153723921339,0.6847922317625628,0.8972971727192862,0.749049678774214,0.6596249378570735,0.8394167995989038,0.7918274541598664,0.6891915938717881,0.5045887344035075,0.8270140867205095,0.8320783362602013,0.9696295665407515,0.7673016683439875,0.7743462005900525,0.6504593029217882,0.5743536521778787,0.24387249808556422,0.22928454739018633,0.23809512758040718,0.24446264496720593,0.2094659096689786,0.2557623548650475,0.23641950732198025,0.288265082558015,0.22363667133825227,0.199442859296742,0.1665222611002548,0.21658274194537463,0.2873844962615777,0.0,0.1598665764800422,0.06966667833138285,0.3153547394858234,0.13674753689808572,0.22364952461804222,0.14873051115252256,0.20658636123201346
N5,0.8899383149735928,0.8489049970259802,0.9117503772113819,0.9490906524990175,0.7411985898944733,0.8532925415660069,0.8842518509486389,1.094010723937416,0.9395299686542058,0.8572328000434694,1.0333562610847433,0.9413164082514679,0.8692826448749054,0.6891035136822913,1.0331762451495947,1.0421007081971092,1.1226591430665238,0.9748117014800063,0.9477526718568728,0.8300939470582855,0.7496868579314339,0.23913553252867203,0.21439084288561838,0.25364588891940376,0.14268140177341737,0.23949830567599728,0.259245345142577,0.234248581627714,0.2569938488337603,0.2442219608839039,0.2335667869961563,0.03833424269595398,0.37438480621776216,0.506449599107663,0.1598665764800422,0.0,0.22506863393964083,0.5030016992059166,0.031038992444222258,0.36841937241854594,0.3220324345965332,0.4387035596828245
N6,0.5409775660192098,0.5135669692951899,0.6726260367037953,0.6027318915454836,0.48226388696327727,0.5005805699894488,0.5631800789552686,0.7731621333464077,0.6673403371476345,0.5924487004163592,0.7349410758999309,0.7180085681679491,0.6182267003920134,0.4712266341149979,0.7113980982627883,0.7160170673620504,0.8600121066209719,0.660139387115598,0.6960086866256817,0.5752166010264543,0.4436112980415623,0.33485767440658565,0.321460403705603,0.32892988194451545,0.3422569818513891,0.297272587729422,0.33575089962286897,0.33105614063329636,0.3777897580766876,0.3138414268286728,0.2826705324429746,0.2502701108598854,0.23195452250261828,0.20358692186673322,0.06966667833138285,0.22506863393964083,0.0,0.246077814417484,0.19519571672659608,0.16410152023556435,0.10555701312644272,0.1440150336724625
N7,0.34305512619380674,0.3242609648255338,0.42869741242183956,0.4228186143295606,0.35567584423540644,0.33777085868576207,0.35719447124623127,0.4812050941139281,0.43709328294627403,0.41382317353876685,0.45455573395284343,0.4797020570382188,0.43034112950159153,0.4548113757929181,0.4594853836414655,0.4633837964055171,0.561144933780708,0.42866490515509936,0.45940499426423476,0.43762230637348143,0.3167630983631444,0.5427926000119109,0.5249522110994221,0.5360457336659865,0.5495347694340214,0.5254375192387166,0.5559904747284059,0.5388986811678569,0.5558230075577283,0.5372371692636776,0.541604764375524,0.5030530437842677,0.15857166452160454,0.1332540260513727,0.3153547394858234,0.5030016992059166,0.246077814417484,0.0,0.5153955478854584,0.12492260128955424,0.19290920418913537,0.1433770864509848
N8,0.8748836759636465,0.8325516590051146,0.910433365530789,0.9264028984542272,0.717653044956613,0.8292287153025676,0.8706627881243773,1.0925990341476486,0.9380267944463364,0.8498064971866895,1.030994212288654,0.9419530382675081,0.8608018549313583,0.6704359250886225,1.0275919631456463,1.0357705069648289,1.1282213401147554,0.9665590816751908,0.9429456554989166,0.8165592892728467,0.7305811451570181,0.2430393348728529,0.21587051325036655,0.2510352593637418,0.1530361712773206,0.23065393681300472,0.2540943638966441,0.23632474450605923,0.2666549568578298,0.2430650993245128,0.22043944185958586,0.03823794755732146,0.3955933338935135,0.49329167233061066,0.13674753689808572,0.031038992444222258,0.19519571672659608,0.5153955478854584,0.0,0.36759567790439307,0.30339659662235485,0.40986774747621546
N9,0.4011382454221285,0.37063854549695496,0.5616392616209915,0.5157650334725794,0.42961931321743896,0.4013977952364395,0.42392509879722784,0.5959347413426794,0.5668428525121441,0.5303236255570227,0.5762778155592638,0.6137476085322122,0.534120589102562,0.5214026385452448,0.5682306024557018,0.573455766975655,0.6853503795212801,0.5293144485795815,0.5622457239477152,0.5348234497773885,0.3625654424853011,0.5023563473543251,0.4813509210261261,0.49174596922886304,0.4959654437817125,0.46579314462641663,0.5036750694863166,0.49488429273623236,0.5303494353112536,0.4887035540435851,0.47165969490776116,0.39124130127333634,0.20816960171228183,0.09651989116702919,0.22364952461804222,0.36841937241854594,0.16410152023556435,0.12492260128955424,0.36759567790439307,0.0,0.08374444493489741,0.08373879287591734
N10,0.46655560586451794,0.4353688052924969,0.5796915452136224,0.5270934664797307,0.4389923240925099,0.4501143148091803,0.4705304141923462,0.6591325809092101,0.5863243334456003,0.5130180483829214,0.642745571716364,0.6459463967594976,0.5642291553674945,0.48568182314176533,0.6172956057962539,0.6242759577644101,0.7616712967133961,0.5793258500904801,0.6174484027148939,0.567245481608686,0.40026830623110365,0.39801170642182204,0.37655063800125377,0.3759683854233077,0.4083524327353686,0.3505452365047266,0.37010379802121784,0.3852072642149632,0.4337283260281688,0.38771268073486964,0.35480660410379217,0.33506313544103095,0.215459315285783,0.12774692851512148,0.14873051115252256,0.3220324345965332,0.10555701312644272,0.19290920418913537,0.30339659662235485,0.08374444493489741,0.0,0.09538835111886301
N11,0.3408819018379792,0.3080710919335917,0.5197286811970138,0.4285045458577089,0.38225572293313803,0.3186331237238066,0.3693569724687661,0.5449007268395232,0.5408642801178354,0.4908309955947344,0.5323766935556162,0.589785602019874,0.5064123163991722,0.49469549517601885,0.5167885260789395,0.5227375477250101,0.6585852284248923,0.4794535917280539,0.5375996132481387,0.5037883468212119,0.31748217367556664,0.5383886537193184,0.5149892349797436,0.5144040601156197,0.5619983959502497,0.4746977536577148,0.5212094515096382,0.5198032590139847,0.5702523843809474,0.511213390479091,0.48426340668616896,0.45347820136638106,0.2234942202019501,0.06627595189277136,0.20658636123201346,0.4387035596828245,0.1440150336724625,0.1433770864509848,0.40986774747621546,0.08373879287591734,0.09538835111886301,0.0
