PC1,PC2,PC3,batch,group,dataset,sample,var_PC1,var_PC2,var_PC3,stage
-41.91069128555319,7.632526864643159,-0.6003167233691834,2,DFU,GSE199939,DW3,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
-22.99573762896772,-11.32622570028574,-0.6609272926137751,2,DFU,GSE199939,DW4,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
-33.40050734195979,2.8473073979280183,-1.2112325472994525,2,DFU,GSE199939,DW5,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
-36.34837592297653,3.63671918784702,-1.1630057145250259,2,DFU,GSE199939,DW6,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
-38.07896469335544,4.852469387409707,-2.024391259151643,2,DFU,GSE199939,DW7,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
-41.771586345445144,10.326322336593877,-1.394563512379486,2,DFU,GSE199939,DW8,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
-38.0636766576276,5.9613175321123535,-3.098308006125292,2,DFU,GSE199939,DW9,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
-33.56044170878809,2.0062381299291587,-4.003245558875696,2,DFU,GSE199939,DW10,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
13.16515991811316,-39.40052211808664,-19.184689137165563,2,Control,GSE199939,N1,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
34.48126225686721,14.757386821671417,17.04228650966694,2,Control,GSE199939,N2,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
62.48186949174276,17.255278982824237,6.854542413310042,2,Control,GSE199939,N3,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
21.35791595909422,-18.490034684523593,5.82838533320106,2,Control,GSE199939,N4,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
19.67886187683904,-42.809029760355244,-25.228021977795613,2,Control,GSE199939,N5,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
32.7105791694228,-12.325084786116669,9.421881511562459,2,Control,GSE199939,N6,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
51.58966348523763,28.002784966135238,15.76867685365222,2,Control,GSE199939,N7,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
18.187380001088222,-43.15667041346467,-20.522915161311147,2,Control,GSE199939,N8,0.40821370132258256,0.16195526327332832,0.09010388272490019,combat
